state,county,population
Alabama,Jefferson,659892
Alabama,Mobile,414659
Alabama,Madison,357560
Alabama,Montgomery,226941
Alabama,Shelby,211261
Alabama,Baldwin,208107
Alabama,Tuscaloosa,206213
Alabama,Lee,159287
Alabama,Morgan,119122
Alabama,Calhoun,115098
Alabama,Houston,104352
Alabama,Etowah,102939
Alabama,Marshall,95145
Alabama,Limestone,93052
Alabama,Lauderdale,92585
Alabama,St. Clair,87306
Alabama,Cullman,82313
Alabama,Elmore,81212
Alabama,Talladega,80565
Alabama,DeKalb,71200
Alabama,Walker,64493
Alabama,Russell,58213
Alabama,Blount,57645
Alabama,Autauga,55200
Alabama,Colbert,54495
Alabama,Jackson,52094
Alabama,Coffee,51288
Alabama,Dale,49255
Alabama,Chilton,43930
Alabama,Tallapoosa,40636
Alabama,Dallas,40029
Alabama,Covington,37351
Alabama,Escambia,37328
Alabama,Chambers,33826
Alabama,Pike,33403
Alabama,Lawrence,33171
Alabama,Franklin,31542
Alabama,Marion,29965
Alabama,Geneva,26491
Alabama,Cherokee,25853
Alabama,Barbour,25782
Alabama,Clarke,24387
Alabama,Winston,23875
Alabama,Randolph,22574
Alabama,Bibb,22527
Alabama,Monroe,21512
Alabama,Pickens,20298
Alabama,Butler,20025
Alabama,Marengo,19538
Alabama,Macon,19054
Alabama,Henry,17124
Alabama,Washington,16643
Alabama,Fayette,16585
Alabama,Cleburne,14938
Alabama,Hale,14887
Alabama,Lamar,13933
Alabama,Crenshaw,13865
Alabama,Clay,13378
Alabama,Choctaw,13075
Alabama,Sumter,12985
Alabama,Conecuh,12514
Alabama,Coosa,10855
Alabama,Wilcox,10809
Alabama,Bullock,10352
Alabama,Lowndes,10236
Alabama,Perry,9486
Alabama,Greene,8426
Alaska,Anchorage Municipality,296112
Alaska,Matanuska-Susitna Borough,103464
Alaska,Fairbanks North Star Borough,99653
Alaska,Kenai Peninsula Borough,58220
Alaska,Juneau City and Borough,32330
Alaska,Bethel Census Area,18040
Alaska,Ketchikan Gateway Borough,13804
Alaska,Kodiak Island Borough,13649
Alaska,Nome Census Area,9925
Alaska,North Slope Borough,9797
Alaska,Valdez-Cordova Census Area,9301
Alaska,Sitka City and Borough,8738
Alaska,Kusilvak Census Area,8198
Alaska,Northwest Arctic Borough,7734
Alaska,Southeast Fairbanks Census Area,6876
Alaska,Prince of Wales-Hyder Census Area,6474
Alaska,Aleutians West Census Area,5750
Alaska,Yukon-Koyukuk Census Area,5415
Alaska,Dillingham Census Area,4975
Alaska,Aleutians East Borough,3425
Alaska,Petersburg Borough,3255
Alaska,Haines Borough,2518
Alaska,Wrangell City and Borough,2484
Alaska,Denali Borough,2232
Alaska,Hoonah-Angoon Census Area,2132
Alaska,Lake and Peninsula Borough,1375
Alaska,Skagway Municipality,1061
Alaska,Bristol Bay Borough,890
Alaska,Yakutat City and Borough,689
Arizona,Maricopa,4253913
Arizona,Pima,1019722
Arizona,Pinal,419721
Arizona,Yavapai,224645
Arizona,Yuma,207829
Arizona,Mohave,206064
Arizona,Coconino,140217
Arizona,Cochise,126279
Arizona,Navajo,108705
Arizona,Apache,71522
Arizona,Gila,53400
Arizona,Santa Cruz,46584
Arizona,Graham,37879
Arizona,La Paz,20701
Arizona,Greenlee,9504
Arkansas,Pulaski,393463
Arkansas,Benton,258980
Arkansas,Washington,228529
Arkansas,Sebastian,127461
Arkansas,Faulkner,122416
Arkansas,Saline,118009
Arkansas,Craighead,105701
Arkansas,Garland,98296
Arkansas,White,78804
Arkansas,Lonoke,72206
Arkansas,Jefferson,70424
Arkansas,Pope,63644
Arkansas,Crawford,62472
Arkansas,Crittenden,49013
Arkansas,Greene,44623
Arkansas,Miller,43759
Arkansas,Mississippi,42831
Arkansas,Baxter,41219
Arkansas,Union,39732
Arkansas,Boone,37288
Arkansas,Independence,37264
Arkansas,Hot Spring,33520
Arkansas,Carroll,27887
Arkansas,St. Francis,26294
Arkansas,Johnson,26291
Arkansas,Cleburne,25230
Arkansas,Ouachita,24106
Arkansas,Poinsett,24054
Arkansas,Columbia,23892
Arkansas,Clark,22385
Arkansas,Hempstead,22018
Arkansas,Logan,21757
Arkansas,Yell,21573
Arkansas,Conway,20906
Arkansas,Ashley,20537
Arkansas,Polk,20163
Arkansas,Phillips,19034
Arkansas,Drew,18502
Arkansas,Arkansas,18124
Arkansas,Grant,18086
Arkansas,Franklin,17780
Arkansas,Randolph,17603
Arkansas,Jackson,17225
Arkansas,Sevier,17193
Arkansas,Sharp,17043
Arkansas,Cross,16998
Arkansas,Van Buren,16684
Arkansas,Lawrence,16669
Arkansas,Marion,16438
Arkansas,Madison,16076
Arkansas,Clay,15061
Arkansas,Lincoln,13695
Arkansas,Izard,13559
Arkansas,Howard,13389
Arkansas,Stone,12446
Arkansas,Little River,12417
Arkansas,Fulton,12139
Arkansas,Desha,11887
Arkansas,Bradley,10948
Arkansas,Chicot,10826
Arkansas,Pike,10808
Arkansas,Scott,10442
Arkansas,Perry,10322
Arkansas,Lee,9398
Arkansas,Montgomery,8993
Arkansas,Nevada,8440
Arkansas,Prairie,8244
Arkansas,Cleveland,8226
Arkansas,Searcy,7923
Arkansas,Newton,7848
Arkansas,Dallas,7432
Arkansas,Monroe,7249
Arkansas,Lafayette,6915
Arkansas,Woodruff,6660
Arkansas,Calhoun,5202
California,Los Angeles,10098052
California,San Diego,3302833
California,Orange,3164182
California,Riverside,2383286
California,San Bernardino,2135413
California,Santa Clara,1922200
California,Alameda,1643700
California,Sacramento,1510023
California,Contra Costa,1133247
California,Fresno,978130
California,Kern,883053
California,San Francisco,870044
California,Ventura,848112
California,San Mateo,765935
California,San Joaquin,732212
California,Stanislaus,539301
California,Sonoma,501317
California,Tulare,460477
California,Santa Barbara,443738
California,Solano,438530
California,Monterey,433212
California,Placer,380077
California,San Luis Obispo,281455
California,Santa Cruz,273765
California,Merced,269075
California,Marin,260295
California,Butte,227075
California,Yolo,214977
California,El Dorado,186661
California,Imperial,180216
California,Shasta,179085
California,Madera,155013
California,Kings,150075
California,Napa,140530
California,Humboldt,135768
California,Nevada,99092
California,Sutter,95872
California,Mendocino,87422
California,Yuba,75493
California,Lake,64148
California,Tehama,63373
California,San Benito,59416
California,Tuolumne,53932
California,Calaveras,45235
California,Siskiyou,43540
California,Amador,37829
California,Lassen,31185
California,Glenn,27897
California,Del Norte,27424
California,Colusa,21464
California,Plumas,18699
California,Inyo,18085
California,Mariposa,17540
California,Mono,14174
California,Trinity,12862
California,Modoc,8938
California,Sierra,2930
California,Alpine,1146
Colorado,Denver,693417
Colorado,El Paso,688153
Colorado,Arapahoe,636671
Colorado,Jefferson,570427
Colorado,Adams,497115
Colorado,Larimer,338161
Colorado,Douglas,328614
Colorado,Boulder,321030
Colorado,Weld,295123
Colorado,Pueblo,164685
Colorado,Mesa,149998
Colorado,Broomfield,66120
Colorado,Garfield,58538
Colorado,La Plata,55101
Colorado,Eagle,54357
Colorado,Fremont,47002
Colorado,Montrose,41268
Colorado,Summit,30429
Colorado,Delta,30346
Colorado,Morgan,28257
Colorado,Montezuma,25909
Colorado,Elbert,25162
Colorado,Routt,24874
Colorado,Teller,24113
Colorado,Logan,21689
Colorado,Chaffee,19164
Colorado,Otero,18325
Colorado,Pitkin,17909
Colorado,Park,17392
Colorado,Gunnison,16537
Colorado,Alamosa,16444
Colorado,Grand,15066
Colorado,Las Animas,14179
Colorado,Moffat,13060
Colorado,Archuleta,12908
Colorado,Prowers,12052
Colorado,Rio Grande,11351
Colorado,Yuma,10069
Colorado,Clear Creek,9379
Colorado,Conejos,8142
Colorado,San Miguel,7968
Colorado,Kit Carson,7635
Colorado,Lake,7585
Colorado,Huerfano,6583
Colorado,Saguache,6468
Colorado,Rio Blanco,6465
Colorado,Gilpin,5924
Colorado,Bent,5809
Colorado,Crowley,5630
Colorado,Lincoln,5548
Colorado,Washington,4840
Colorado,Ouray,4722
Colorado,Custer,4640
Colorado,Phillips,4318
Colorado,Costilla,3687
Colorado,Baca,3563
Colorado,Sedgwick,2350
Colorado,Cheyenne,2039
Colorado,Dolores,1841
Colorado,Kiowa,1449
Colorado,Jackson,1296
Colorado,Hinsdale,878
Colorado,Mineral,823
Colorado,San Juan,544
Connecticut,Fairfield,944348
Connecticut,Hartford,894730
Connecticut,New Haven,859339
Connecticut,New London,268881
Connecticut,Litchfield,183031
Connecticut,Middlesex,163368
Connecticut,Tolland,151269
Connecticut,Windham,116538
Delaware,New Castle,555133
Delaware,Sussex,219540
Delaware,Kent,174822
Florida,Miami-Dade,2715516
Florida,Broward,1909151
Florida,Palm Beach,1446277
Florida,Hillsborough,1378883
Florida,Orange,1321194
Florida,Pinellas,957875
Florida,Duval,924229
Florida,Lee,718679
Florida,Polk,668671
Florida,Brevard,576808
Florida,Volusia,527634
Florida,Pasco,510593
Florida,Seminole,455086
Florida,Sarasota,412144
Florida,Manatee,373853
Florida,Collier,363922
Florida,Marion,348371
Florida,Osceola,338619
Florida,Lake,335362
Florida,Escambia,311522
Florida,St. Lucie,305591
Florida,Leon,288102
Florida,Alachua,263148
Florida,St. Johns,235503
Florida,Clay,207291
Florida,Okaloosa,200737
Florida,Hernando,182696
Florida,Bay,182482
Florida,Charlotte,176954
Florida,Santa Rosa,170442
Florida,Martin,157581
Florida,Indian River,150984
Florida,Citrus,143087
Florida,Sumter,120999
Florida,Flagler,107139
Florida,Highlands,102101
Florida,Nassau,80578
Florida,Monroe,76325
Florida,Putnam,72766
Florida,Columbia,69105
Florida,Walton,65858
Florida,Jackson,48472
Florida,Gadsden,46017
Florida,Suwannee,43924
Florida,Okeechobee,40572
Florida,Hendry,40127
Florida,Levy,39961
Florida,DeSoto,36399
Florida,Wakulla,31877
Florida,Baker,27785
Florida,Hardee,27228
Florida,Bradford,26979
Florida,Washington,24566
Florida,Taylor,22098
Florida,Holmes,19430
Florida,Madison,18474
Florida,Gilchrist,17615
Florida,Dixie,16437
Florida,Gulf,16055
Florida,Union,15239
Florida,Calhoun,14444
Florida,Hamilton,14269
Florida,Jefferson,14105
Florida,Glades,13363
Florida,Franklin,11736
Florida,Lafayette,8744
Florida,Liberty,8365
Georgia,Fulton,1021902
Georgia,Gwinnett,902298
Georgia,Cobb,745057
Georgia,DeKalb,743187
Georgia,Chatham,287049
Georgia,Clayton,278666
Georgia,Cherokee,241910
Georgia,Henry,221307
Georgia,Forsyth,219880
Georgia,Richmond,201463
Georgia,Muscogee,196670
Georgia,Hall,195961
Georgia,Paulding,155840
Georgia,Bibb,153490
Georgia,Houston,151682
Georgia,Columbia,147295
Georgia,Douglas,141840
Georgia,Coweta,140516
Georgia,Clarke,124602
Georgia,Carroll,116022
Georgia,Lowndes,114582
Georgia,Fayette,111369
Georgia,Newton,106497
Georgia,Whitfield,103849
Georgia,Bartow,103620
Georgia,Floyd,96824
Georgia,Dougherty,91049
Georgia,Walton,90132
Georgia,Rockdale,89011
Georgia,Glynn,83974
Georgia,Barrow,76887
Georgia,Bulloch,74782
Georgia,Troup,69774
Georgia,Walker,68824
Georgia,Catoosa,66299
Georgia,Jackson,65755
Georgia,Spalding,64719
Georgia,Liberty,62108
Georgia,Effingham,58689
Georgia,Gordon,56790
Georgia,Camden,52714
Georgia,Laurens,47418
Georgia,Colquitt,45606
Georgia,Baldwin,45286
Georgia,Thomas,44730
Georgia,Habersham,44289
Georgia,Coffee,42961
Georgia,Polk,41621
Georgia,Tift,40510
Georgia,Murray,39557
Georgia,Oconee,37017
Georgia,Bryan,35885
Georgia,Ware,35599
Georgia,Harris,33590
Georgia,Lumpkin,31951
Georgia,Pickens,30832
Georgia,Sumter,30352
Georgia,Gilmer,29922
Georgia,Wayne,29767
Georgia,Lee,29348
Georgia,Haralson,28956
Georgia,White,28928
Georgia,Madison,28900
Georgia,Jones,28548
Georgia,Toombs,27048
Georgia,Monroe,27010
Georgia,Peach,26966
Georgia,Decatur,26833
Georgia,Upson,26216
Georgia,Stephens,25676
Georgia,Hart,25631
Georgia,Tattnall,25353
Georgia,Grady,24926
Georgia,Fannin,24925
Georgia,Chattooga,24817
Georgia,Dawson,23861
Georgia,Butts,23750
Georgia,Crisp,22846
Georgia,Union,22775
Georgia,Burke,22550
Georgia,Franklin,22514
Georgia,Emanuel,22499
Georgia,Mitchell,22432
Georgia,Putnam,21503
Georgia,McDuffie,21498
Georgia,Meriwether,21113
Georgia,Dodge,20919
Georgia,Worth,20656
Georgia,Washington,20461
Georgia,Elbert,19212
Georgia,Pierce,19164
Georgia,Berrien,19025
Georgia,Brantley,18561
Georgia,Lamar,18513
Georgia,Banks,18510
Georgia,Appling,18454
Georgia,Morgan,18235
Georgia,Long,18156
Georgia,Pike,18082
Georgia,Cook,17184
Georgia,Ben Hill,17154
Georgia,Greene,16976
Georgia,Rabun,16457
Georgia,Dade,16227
Georgia,Telfair,16115
Georgia,Jefferson,15772
Georgia,Brooks,15622
Georgia,Jeff Davis,14991
Georgia,Oglethorpe,14784
Georgia,McIntosh,14120
Georgia,Screven,13990
Georgia,Dooly,13905
Georgia,Jasper,13784
Georgia,Macon,13480
Georgia,Charlton,12983
Georgia,Bleckley,12775
Georgia,Crawford,12344
Georgia,Heard,11677
Georgia,Towns,11417
Georgia,Pulaski,11295
Georgia,Bacon,11228
Georgia,Candler,10827
Georgia,Chattahoochee,10767
Georgia,Evans,10727
Georgia,Lanier,10366
Georgia,Early,10348
Georgia,Wilkes,9884
Georgia,Johnson,9730
Georgia,Irwin,9268
Georgia,Wilkinson,9078
Georgia,Montgomery,9036
Georgia,Terrell,8859
Georgia,Wilcox,8846
Georgia,Jenkins,8827
Georgia,Hancock,8535
Georgia,Marion,8484
Georgia,Seminole,8437
Georgia,Twiggs,8284
Georgia,Atkinson,8265
Georgia,Taylor,8193
Georgia,Turner,7962
Georgia,Wheeler,7939
Georgia,Lincoln,7799
Georgia,Randolph,7087
Georgia,Treutlen,6777
Georgia,Clinch,6743
Georgia,Calhoun,6428
Georgia,Talbot,6378
Georgia,Stewart,6042
Georgia,Miller,5836
Georgia,Warren,5346
Georgia,Schley,5211
Georgia,Echols,3994
Georgia,Baker,3189
Georgia,Glascock,3009
Georgia,Clay,3001
Georgia,Webster,2613
Georgia,Quitman,2276
Georgia,Taliaferro,1665
Hawaii,Honolulu,987638
Hawaii,Hawaii,197658
Hawaii,Maui,165281
Hawaii,Kauai,71377
Hawaii,Kalawao,75
Idaho,Ada,446052
Idaho,Canyon,212230
Idaho,Kootenai,153605
Idaho,Bonneville,112397
Idaho,Bannock,85065
Idaho,Twin Falls,83666
Idaho,Bingham,45551
Idaho,Bonner,42711
Idaho,Nez Perce,40155
Idaho,Latah,39239
Idaho,Madison,38705
Idaho,Jefferson,27969
Idaho,Elmore,26433
Idaho,Cassia,23615
Idaho,Jerome,23431
Idaho,Payette,23041
Idaho,Blaine,21994
Idaho,Minidoka,20615
Idaho,Gem,17052
Idaho,Idaho,16337
Idaho,Gooding,15169
Idaho,Franklin,13279
Idaho,Fremont,12965
Idaho,Shoshone,12526
Idaho,Boundary,11549
Idaho,Owyhee,11455
Idaho,Teton,11080
Idaho,Valley,10401
Idaho,Washington,10025
Idaho,Benewah,9086
Idaho,Clearwater,8640
Idaho,Lemhi,7798
Idaho,Power,7713
Idaho,Boise,7163
Idaho,Caribou,6918
Idaho,Bear Lake,5962
Idaho,Lincoln,5321
Idaho,Oneida,4326
Idaho,Custer,4141
Idaho,Adams,4019
Idaho,Lewis,3845
Idaho,Butte,2602
Idaho,Clark,1077
Idaho,Camas,886
Illinois,Cook,5223719
Illinois,DuPage,931743
Illinois,Lake,703619
Illinois,Will,688697
Illinois,Kane,530839
Illinois,McHenry,307789
Illinois,Winnebago,286174
Illinois,Madison,265670
Illinois,St. Clair,263463
Illinois,Champaign,209448
Illinois,Sangamon,197661
Illinois,Peoria,184463
Illinois,McLean,173219
Illinois,Rock Island,145275
Illinois,Tazewell,133852
Illinois,Kendall,124626
Illinois,Kankakee,111061
Illinois,LaSalle,110401
Illinois,Macon,106512
Illinois,DeKalb,104200
Illinois,Vermilion,78407
Illinois,Williamson,67299
Illinois,Adams,66427
Illinois,Jackson,58551
Illinois,Whiteside,56396
Illinois,Boone,53606
Illinois,Coles,51736
Illinois,Ogle,51328
Illinois,Knox,50999
Illinois,Grundy,50509
Illinois,Henry,49464
Illinois,Macoupin,45719
Illinois,Stephenson,45433
Illinois,Franklin,39127
Illinois,Woodford,38817
Illinois,Jefferson,38169
Illinois,Marion,38084
Illinois,Clinton,37628
Illinois,Livingston,36324
Illinois,Fulton,35418
Illinois,Lee,34527
Illinois,Morgan,34426
Illinois,Effingham,34174
Illinois,Monroe,33936
Illinois,Bureau,33381
Illinois,Christian,33231
Illinois,Randolph,32546
Illinois,McDonough,30875
Illinois,Logan,29207
Illinois,Montgomery,29009
Illinois,Iroquois,28169
Illinois,Saline,24231
Illinois,Jersey,22069
Illinois,Jo Daviess,21834
Illinois,Shelby,21832
Illinois,Fayette,21724
Illinois,Perry,21384
Illinois,Douglas,19714
